sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,anomaly
-1.4077249506902205,1.0918100349974034,-0.3884989308611512,1.0753894357414957,0.856081535305234,-1.0460505727782377,2.540955982943339,-0.2263330285068371,0.19942015151027837,-0.9714968393999991,-0.5419882661454946,0.5829431876698629,-0.719790127623764,-0.9210279322100295,1.140871867146131,0.22567262220968576,-2.2722068340940043,-0.09370973593572675,-1.0313672378158434,-1.6282440441764021,0
1.4868880279203578,0.3958108690260942,1.3045715395110493,0.23799304882874495,0.7060335411079932,0.7855625142807771,-0.5466177994971883,-1.0310419553344128,-1.027114449933237,-1.156151312124607,0.2602889060424065,1.3918877189685452,0.11601465666708098,-1.3013217115731894,-0.7472465071898581,-1.2526456336011171,1.1339662208137096,-1.0435197819679325,0.17353377050644606,0.5316999581826151,0
0.1249668485743192,-0.8728847885742815,0.26225973003999586,1.6996186267502733,-0.4106982690122351,-1.2862103040840276,0.44915875650095244,-1.3514162130175686,-0.678765080315678,-0.9772831042931308,0.38128105102795934,-0.7050518954393313,0.9232084702487543,-0.7400134785865103,0.10073613544411268,-0.954078041845842,0.14039279732439755,-0.2842467844414286,0.11399250140113479,0.21402323673474838,0
-1.0416694469944585,-0.24004029982146777,-1.0264706944500468,0.2323164270373141,-0.6402841054996109,-0.1007944204871742,-0.12540305424307044,0.5929552200511481,-1.1322931132617393,-0.03422962766258423,0.5963149394250742,-0.22340003068697464,0.9535450156487302,0.013010829145538062,1.0193859373817016,-0.1504951753436287,-0.03453019576378566,-0.13678262531025773,-1.1244441132563667,0.5388180260329032,1
-0.7299970882304507,-0.7191609799424434,-0.8347760652250388,0.5761845172626191,0.6692670866634653,0.48029067545447474,1.0191853294995554,-0.2456213133234228,-0.20910303605139602,-1.5292305068193717,-0.26457707632758004,-0.9633906668707292,-1.2032390968611282,0.022999292063366525,-0.7189489099821661,0.3618012902131015,-0.43864653959101263,-1.410205492938658,-0.28000900371482623,0.3549615963700405,0
1.4216100434369061,0.2839189626322111,-0.7841287407249166,0.78248051375186,-1.0298912695366627,0.5645004137782367,0.8113864906962394,-0.21200159930847629,0.7291084660378384,-0.2746386831721622,0.7225560868306624,0.6866321077177178,0.49829744134433007,-0.0004167340081413105,0.6309413906335076,0.30732368646841096,-1.4852937459423712,-0.16285511780031,0.2825742532814731,1.2766802628999907,0
0.05030727899656872,-0.03162259043878949,0.3806909831606579,-0.5223318727362493,0.2764108137099401,0.5755884541521527,-0.3647693123885765,-0.37261598609507784,-0.157402538247356,-0.04207505240213516,0.25475744917036014,0.49035514850935824,0.010099263136906605,0.27160707837487585,-0.6614684981658074,-0.08176191975253819,0.346643996014236,-0.4564514036888321,-0.511615270863816,-0.2213793598276229,0
0.5770016316174339,0.062145946972810145,-0.4982135741018276,-1.1080095591778407,-2.5339481115532894,-1.0161720962656007,0.5883678823030496,0.8635229530965778,0.42525361124633954,-0.20846473637801774,-0.8467645127425474,-0.48534523338484575,-1.0603674511106373,-0.5452921838839754,0.1393849830098815,0.5201603280046394,-0.1839694544464354,-0.44019490834390756,-0.8518688808509346,-0.38430941452611445,0
-1.2076873138785458,1.0165546252780986,0.38928941709130516,-0.26015252742964634,-1.5804930187164963,-0.3131500131062096,-1.7920832682853518,-0.6161983377845592,0.49699123647481447,-0.1736819579333962,0.9368265216644872,-0.5715124385078764,1.6013967883255402,-0.7775756229238416,-0.25218966182791497,0.7889378082545333,1.6215985057077025,-0.6199402682268137,0.248973810538515,0.6504720551900566,0
-1.4902467534304857,-0.44929378568006384,1.1460188808233525,1.8951064836087292,-0.8461252518939274,-0.02850746560184594,0.19976064972315827,-0.0889225366410179,0.6712783372497334,1.0633639300618667,-0.523185083618658,0.3692764455253875,-0.17194769861321876,-1.8020298673143431,0.40896549789061465,-0.5835957600750364,1.3077361616476777,0.7681885196253506,0.514078834103501,-0.7877852840168752,0
-0.9970362999502246,-0.22944072515733013,0.4158384243422033,-0.2498886303508804,-0.5730158118012415,-0.6084056595622221,0.22212270153530198,0.29829743483927124,-0.11245647174381548,-0.18095207598344465,0.5208626449515583,1.3281004713483717,0.5236591690785316,-0.08525285452662394,0.9818042590040569,-0.23649305860167089,-0.931752649413736,0.38900624556757096,-0.33632527021098385,0.08774778203400235,0
1.4418797888895805,0.2959833524214857,2.216541602496007,-1.9446484771751225,0.08459137565901928,1.4392377238231184,-2.2023742542126756,-0.8288129571134494,-1.6119967834923092,0.5307035942429364,0.8528274012219136,-1.284773951881013,0.5085455660763658,0.2681312077808043,-1.085765889515247,-0.7175835010388105,0.8281301319020006,-0.4106351741528093,-0.8149557101713159,0.8529365596373976,0
-1.3986156450938834,1.0871267335948116,-0.4882509941157838,-0.9621840713446538,-0.6229765588904638,0.30807787813667553,0.23064535658722884,1.3847105747522226,0.4064513409444452,1.8934345844675255,-0.6695003308017946,0.38118233325360795,-0.8086397386573005,-1.2961924392076194,0.4537839203200435,1.2014657937912658,-0.05165395831259395,0.42290026239024386,0.6831820582662033,0.7121166739048506,1
0.657216538547874,0.07737743075622569,0.5018854302800608,1.0106351478036573,0.6921538066001549,-1.0982949244384663,0.1341209765908328,0.8592659575850273,0.3181853221844943,0.6275065315616642,-0.45440098222427244,0.5912792606695657,-0.5562762370976239,-0.4963311250115506,0.6370229182358834,-0.23506323891111802,0.6458176741941526,0.7960576794022439,0.19706184515262068,-0.21254005631637146,0
1.4886376305070121,-1.230954745893369,-0.5600545694425879,-0.7156842046139842,-0.7963827874264856,0.17694339460395195,-0.5863831148030036,0.10293273567154675,-1.3637243368179552,0.4190489050467973,-0.42912965166666034,-1.492004840893111,1.6319587008579781,-1.388362012124938,0.5874234375684414,0.4735644430786158,1.760026059826221,0.4197618734601142,0.05645162347721352,0.7785329379835377,0
-0.2547463794058823,-0.08464040538806925,0.4004396229303206,-0.9179385636844656,1.4220864832492148,-0.8775174547919578,-1.3295035219429714,-0.8234737532378656,-0.6150635122488248,1.446219061292196,-0.27520539847800707,-0.6963728029798356,0.128214693252336,1.1754329536268837,-0.7645573263054146,0.2919857357784361,-0.4496014368692411,0.7901295988828517,0.5684356754606319,-0.11543435801974616,0
